element_type,osmid,highway,geometry,source,source_ref,bus,name,network,network:wikidata,operator,operator:wikidata,public_transport,ref,shelter,nodes,lanes,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_type,tiger:zip_left,tiger:zip_right,lanes:backward,lanes:forward,turn:lanes:backward,turn:lanes:forward,store,bench,bin,route_ref,source:highway,cycleway,lanes:both_ways,maxspeed,name_1,source:maxspeed,tiger:name_base_1,tiger:name_type_1,tiger:reviewed,oneway,surface,bridge,layer,stop_code,stop_name,access:lanes:both_ways,placement:both_ways,tiger:name_direction_prefix,note:lanes,placement:backward,turn:lanes,bicycle,tiger:name_direction_prefix_1,departures_board,lit,tactile_paving,network:wikipedia,operator:wikipedia,railway,subway,wheelchair,station,wikidata,description,sidewalk,area,level,location,tunnel,name:en,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,light_rail,tiger:zip_left_1,tiger:zip_right_1,cycleway:both,amenity,note,loc_ref,alt_name,parking:both,parking,parking:lane:left,parking:right,parking:lane:both,parking:lane:both:parallel,parking:condition:both,cycleway:right,cycleway:both:lane,incline,parking:condition:right,sidewalk:both:wheelchair,cycleway:right:lane,sidewalk:right:wheelchair,cutting,parking:condition:left,parking:lane:right,parking:lane:right:parallel,cycleway:left,sidewalk:left,sidewalk:right,foot,shoulder,lane_markings,smoothness,parking:lane:left:parallel,turn:lanes:both_ways,parking:left,parking:left:orientation,cycleway:left:lane,sidewalk:both,name:prefix,hgv,horse,motor_vehicle,parking:both:restriction,parking:lane:right:diagonal,check_date,building,internet_access,internet_access:fee,towards,tiger:linearid,tiger:mtfcc,tiger:zip,junction,old_ref,old_ref:legislative,parking:both:orientation,covered,railway:position,train,hgv:conditional,tiger:name_direction_suffix,placement:forward
way,398524347,tertiary,"LINESTRING (-118.1931471 33.9524542, -118.1932901 33.9514803, -118.1934973 33.9500935)",,,,Alexander Avenue,,,,,,,,"[4012729847, 8370418985, 4012729846]",2,,,,,,,1,1,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398524355,tertiary,"LINESTRING (-118.193561 33.9497112, -118.1936151 33.9493557)",,,,Alexander Avenue,,,,,,,,"[122927842, 4012729845]",,,,,,,,2,1,left|,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398524357,tertiary,"LINESTRING (-118.1938585 33.9476824, -118.1938911 33.9474373)",,,,Alexander Avenue,,,,,,,,"[4012729844, 123741628]",3,,,,,,,1,2,,left|,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398524360,tertiary,"LINESTRING (-118.1939272 33.9472277, -118.1941922 33.9454543)",,,,Alexander Avenue,,,,,,,,"[4012729843, 4012729842]",2,,,,,,,1,1,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398524363,tertiary,"LINESTRING (-118.1936151 33.9493557, -118.1938585 33.9476824)",,,,Alexander Avenue,,,,,,,,"[4012729845, 4012729844]",2,,,,,,,1,1,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398524367,tertiary,"LINESTRING (-118.1930973 33.952845, -118.1931047 33.9527797, -118.1931248 33.9526163, -118.1931471 33.9524542)",,,,Alexander Avenue,,,,,,,,"[7771191035, 10223667768, 8370418983, 4012729847]",3,,,,,,,2,1,left|right,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398524379,tertiary,"LINESTRING (-118.1934973 33.9500935, -118.1935351 33.9498399, -118.1935438 33.9497869, -118.193561 33.9497112)",,,,Alexander Avenue,,,,,,,,"[4012729846, 622367819, 1500303827, 122927842]",3,,,,,,,1,2,,left|,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398608339,tertiary,"LINESTRING (-118.1809725 33.9462009, -118.1804939 33.9461384)",Yahoo,,,Southern Avenue,,,,,,,,"[122821351, 4013528642]",3,,,,,,,2,1,left|,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398608340,tertiary,"LINESTRING (-118.1819661 33.9464796, -118.1818749 33.9464195, -118.1817492 33.9463442)",Yahoo,,,Southern Avenue,,,,,,,,"[253796003, 847822582, 847822583]",3,,,,,,,2,1,left|,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398608341,tertiary,"LINESTRING (-118.1817492 33.9463442, -118.1816576 33.9463038, -118.1815019 33.9462633)",Yahoo,,,Southern Avenue,,,,,,,,"[847822583, 847822584, 847822585]",2,,,,,,,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398608342,tertiary,"LINESTRING (-118.1815019 33.9462633, -118.1814297 33.9462548, -118.1810861 33.9462106)",Yahoo,,,Southern Avenue,,,,,,,,"[847822585, 122927859, 4008215289]",3,,,,,,,1,2,,left|,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398608343,tertiary,"LINESTRING (-118.1841949 33.9483473, -118.1830328 33.9473722, -118.1823148 33.9467621, -118.1821539 33.9466309, -118.1819661 33.9464796)",Yahoo,,,Southern Avenue,,,,,,,,"[847822580, 2683113585, 122927855, 847822581, 253796003]",2,,,,,,,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,578780434,tertiary,"LINESTRING (-118.1766691 33.9769184, -118.1766884 33.9766954, -118.1767134 33.976541, -118.1769554 33.975103, -118.1770711 33.9743162, -118.1771397 33.9737467, -118.1772244 33.9732492, -118.1772306 33.9732129, -118.1772697 33.972961, -118.1773163 33.9726574, -118.1773874 33.9722028, -118.1774242 33.9719712, -118.1775053 33.971481, -118.1775546 33.9711871, -118.1775713 33.9710916, -118.1775962 33.970949, -118.1776406 33.970713, -118.1776919 33.9704012, -118.1777321 33.970171, -118.177762 33.9699626, -118.1777735 33.9698823, -118.177785 33.9697846, -118.1778049 33.969651, -118.1778204 33.96954, -118.1778673 33.9692274, -118.1779737 33.9685702, -118.177976 33.968556, -118.1780059 33.9683449, -118.1780123 33.9683001, -118.1780262 33.968202, -118.1780556 33.9679913, -118.1780799 33.9678169, -118.178099 33.9676806, -118.1781345 33.9674384, -118.1781951 33.9670109, -118.1782845 33.966412, -118.1783487 33.9659817, -118.1783646 33.9658751, -118.1783909 33.9656925, -118.1784316 33.9654108, -118.1784486 33.9652929, -118.1784551 33.9652481, -118.1785347 33.9646961, -118.1785824 33.9643936, -118.1786973 33.9636764, -118.1787545 33.9633177, -118.1789001 33.9624484, -118.1789846 33.9618431, -118.1790065 33.9617022, -118.1790301 33.9615433, -118.1790475 33.9614262, -118.1790869 33.9611649, -118.1791332 33.960858, -118.1791762 33.9605721, -118.1792239 33.9602817, -118.1792287 33.960253, -118.1792398 33.9601857, -118.1792505 33.9601163, -118.179255 33.9600875, -118.1793247 33.9596461, -118.1793909 33.9592013, -118.1794157 33.9590383, -118.1794575 33.9587802, -118.1794988 33.9585048, -118.1795716 33.9580302, -118.179576 33.9580014, -118.179588 33.957923)",,,,Wilcox Avenue,,,,,,,,"[123263273, 7604163455, 7604163460, 123263275, 123263278, 122692892, 7867242644, 122692798, 3695439031, 8293108359, 123263281, 123263282, 8410570961, 123207430, 7867242637, 4635896382, 7580818021, 5575165878, 123263284, 5575165881, 7192590437, 7580818002, 7192590440, 7580818003, 123085600, 6303515296, 123263286, 7192590454, 7192590460, 7192590473, 8348199254, 8411265848, 3695610150, 3695610146, 122650541, 3701686708, 3701686706, 123263297, 7631291395, 3072366658, 3072366647, 3072366645, 122718320, 8880608836, 3072366582, 3072366570, 123263298, 3072358475, 3072358465, 7859969771, 3072358452, 3072358440, 3072358422, 8410570868, 9598978697, 9598978698, 123263299, 9598978699, 9598978700, 3072358340, 3072358130, 3072358128, 3072358117, 3072358111, 9598978724, 9598978725, 123263300]",,A41,"Los Angeles, CA",Wilcox,Ave,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607179420,tertiary,"LINESTRING (-118.19229 33.9615746, -118.1922118 33.9615661, -118.1917394 33.9615059, -118.1915504 33.9614853, -118.191396 33.9614685, -118.1911969 33.9614467, -118.1909877 33.9614239, -118.1908789 33.9614126, -118.1906601 33.9613896, -118.1904682 33.9613694, -118.1902635 33.9613474, -118.1901691 33.961337, -118.1899665 33.9613156, -118.1897945 33.9612971, -118.1897475 33.9612921, -118.189477 33.961263, -118.1893697 33.9612515, -118.1891294 33.9612257, -118.1889378 33.9612056, -118.1886107 33.9611714, -118.1883008 33.961139, -118.1880041 33.9611079, -118.1879258 33.9610997, -118.187905 33.9610976, -118.1874583 33.9610508, -118.1866265 33.9609637, -118.1865424 33.9609549, -118.1865083 33.9609513, -118.1864472 33.9609449, -118.1862773 33.9609271, -118.1862215 33.9609213, -118.1860053 33.9608987)",,,,Santa Ana Street,,,,,,,,"[9601690264, 1775467101, 3695418848, 8298764037, 8298764042, 6807770926, 6798918359, 8410660188, 8410660194, 3695418847, 6798918362, 8360774511, 6434067745, 3695418846, 7377659381, 3695418845, 7377677285, 123321294, 3695590556, 3695418844, 3695418843, 3695418842, 7455875079, 8410660179, 8410660164, 6305196965, 6792266136, 6792266134, 6305196973, 7192574795, 6305196966, 7192574802]",,A41,"Los Angeles, CA",Santa Ana,St,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607179423,tertiary,"LINESTRING (-118.179588 33.957923, -118.1795988 33.9578511, -118.1796032 33.9578218, -118.1796754 33.9573411, -118.1797114 33.9570866, -118.1797363 33.9569441, -118.1797803 33.9566525, -118.1798102 33.9564506, -118.1799887 33.9552448, -118.1799913 33.9552207, -118.180001 33.9551489)",,,,Wilcox Avenue,,,,,,,,"[123263300, 9598978726, 9598978727, 7484823001, 6817152876, 7484822993, 6817152871, 7202636919, 9598978688, 9598978687, 123059012]",,A41,"Los Angeles, CA",Wilcox,Ave,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608158211,tertiary,"LINESTRING (-118.19229 33.9615746, -118.1924101 33.9615866, -118.192594 33.9616051, -118.192679 33.9616132, -118.1928251 33.9616266, -118.1928839 33.9616325, -118.1930593 33.9616511, -118.1935525 33.9617042, -118.1942337 33.9617763, -118.194582 33.9618132, -118.1946758 33.9618231, -118.1952181 33.9618816, -118.1959967 33.9619582, -118.1966911 33.9620301, -118.1978356 33.9621506, -118.1989823 33.9622709, -118.2001239 33.9623907, -118.2012767 33.9625098, -118.2024199 33.9626278, -118.2035609 33.9627466, -118.2043899 33.9628357, -118.204784 33.962877)",,,,Santa Ana Street,,,,,,,,"[9601690264, 9601690265, 1775467073, 3695590282, 6304062197, 2206213836, 1775467096, 6807433831, 6807433834, 3695622461, 8370246366, 1775467086, 7863289078, 123321280, 123321274, 123321272, 1774158045, 123321270, 122704637, 123321267, 8749598724, 11335200097]",,A41,"Los Angeles, CA",Santa Ana,St,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,632413086,tertiary,"LINESTRING (-118.193561 33.9497112, -118.1924937 33.9496037, -118.1915788 33.9495066, -118.191483 33.9494965, -118.1913914 33.9494869, -118.1904706 33.9493907, -118.1894608 33.9492813, -118.188467 33.9491761, -118.187465 33.9490637, -118.1866306 33.9489842, -118.1865551 33.9489766, -118.1865353 33.9489746, -118.1864532 33.9489663, -118.1863827 33.9489595, -118.1858548 33.9489087, -118.1854535 33.9488711, -118.1852964 33.9488565)",Yahoo,,,Southern Avenue,,,,,,,,"[122927842, 122927846, 7918725440, 122927848, 7918725441, 122927850, 122851368, 122927851, 122899042, 2683113797, 7918725431, 1500303951, 122608834, 7918725432, 2683113741, 122684591, 7918725419]",,,,,,,,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967472868,tertiary,"LINESTRING (-118.1863069 33.9632192, -118.185875 33.9631638, -118.1857584 33.9631541, -118.1856714 33.9631553, -118.1856231 33.9631552, -118.185527 33.9631493, -118.1854355 33.9631346, -118.1852172 33.9631119, -118.18472 33.9630564, -118.184279 33.963012, -118.1838665 33.9629687, -118.183699 33.96295, -118.1833431 33.9629135, -118.1830506 33.9628836, -118.182695 33.9628435, -118.182501 33.9628236, -118.18216 33.9627892, -118.1818506 33.9627588, -118.18163 33.9627327, -118.1812996 33.9626995, -118.181286 33.9626976, -118.1811519 33.9626849, -118.1810333 33.9626726, -118.1808107 33.9626489, -118.1807826 33.9626455, -118.1806761 33.9626338, -118.1806304 33.9626286, -118.1802913 33.9625928, -118.1802733 33.9625908, -118.1801401 33.9625752, -118.1799296 33.9625558, -118.1797843 33.9625399, -118.1796477 33.962526, -118.1794913 33.9625097, -118.1794474 33.9625045, -118.1793341 33.9624945, -118.1789001 33.9624484, -118.1781501 33.9623655, -118.178022 33.9623528, -118.1777068 33.9623216, -118.1776884 33.9623198, -118.1773869 33.9622899, -118.1772221 33.9622737, -118.1771549 33.962267, -118.1766439 33.9622164, -118.17649 33.9621974, -118.1763146 33.9621806, -118.176018 33.9621462, -118.1759469 33.962138, -118.1757561 33.9621162, -118.1756458 33.9621036, -118.1756062 33.9620992, -118.1755175 33.9620891, -118.1754298 33.9620789, -118.1752559 33.962059, -118.1751757 33.9620498, -118.1750813 33.962039, -118.174789 33.9620056, -118.1746115 33.9619853, -118.1742382 33.9619426, -118.1738279 33.9618957, -118.1737636 33.9618892, -118.1735727 33.9618694, -118.1735475 33.9618668, -118.1732054 33.9618315, -118.1731051 33.9618212, -118.1728752 33.9617974, -118.1727015 33.9617795, -118.1723517 33.9617433, -118.172198 33.9617275)",,,,Elizabeth Street,,,,,,,,"[9886632469, 9000134327, 9598978736, 6808136540, 9598978735, 6808136538, 6788157342, 3072366563, 3072358517, 3072358516, 3072358515, 3072358514, 3072358513, 3072358512, 3072358511, 3072358510, 3072358509, 3072358508, 3072358506, 3072358505, 3072358504, 3072358503, 3695612272, 3072358501, 3695611586, 8410595892, 3072358500, 3072358499, 3695613718, 3072358498, 3695613721, 7202794711, 3695616951, 4762952635, 3072358496, 7859969775, 123263298, 3072366544, 3072358494, 3072366543, 3072358493, 3072366542, 9499503881, 7190316734, 3072366541, 122592894, 3072366540, 123378287, 3072366539, 3072366538, 3072358490, 8410570874, 9499503879, 3072366537, 3072366536, 3072358487, 3072358486, 3072358484, 3072358483, 3072366535, 122741613, 8348199262, 3072366534, 3072358478, 3072366533, 9499503880, 3072362732, 6792777267, 6792777262, 123378292]",,A41,"Los Angeles, CA",Elizabeth,St,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1002549052,tertiary,"LINESTRING (-118.1810861 33.9462106, -118.1809725 33.9462009)",Yahoo,,,Southern Avenue,,,,,,,,"[4008215289, 122821351]",3,,,,,,,1,2,,left|,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1012402947,tertiary,"LINESTRING (-118.206018 33.9510463, -118.2054355 33.9509854, -118.2053303 33.9509752, -118.2043566 33.9508697, -118.2041847 33.9508513, -118.2032395 33.9507503, -118.2030379 33.9507306, -118.2021536 33.9506338, -118.201995 33.9506168, -118.2018437 33.9505997, -118.200991 33.9505083, -118.2007504 33.9504832, -118.1998708 33.950388, -118.1996019 33.9503564, -118.1987556 33.950264, -118.1984555 33.9502327, -118.1977262 33.9501646, -118.1970311 33.9500858, -118.1968586 33.9500663, -118.1966886 33.9500469, -118.1956333 33.9499413)",Yahoo,,,Southern Avenue,,,,,,,,"[8410597036, 122927802, 122927804, 122704615, 122704609, 122927807, 122927809, 7918725542, 122634685, 7918725545, 122927811, 122927814, 122927817, 122927820, 122927824, 122927828, 122927832, 7918725558, 122927837, 7918725565, 122927839]",,,,,,,,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1036718638,tertiary,"LINESTRING (-118.1852078 33.958991, -118.1850764 33.9590215)",,,,Cecilia Street,,,,,,,,"[4013494719, 122821382]",,A41,"Los Angeles, CA",Cecilia,St,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1036718640,tertiary,"LINESTRING (-118.185393 33.9589762, -118.1852973 33.958974, -118.1852078 33.958991)",,,,Cecilia Street,,,,,,,,"[7864796942, 5342982738, 4013494719]",,A41,"Los Angeles, CA",Cecilia,St,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1047116264,tertiary,"LINESTRING (-118.1927391 33.963907, -118.1925651 33.9638891, -118.1923682 33.9638689, -118.1921876 33.9638503, -118.1920092 33.963832, -118.1918446 33.9638151, -118.1917183 33.9638021, -118.1916326 33.9637923, -118.1914857 33.963777, -118.1910404 33.9637272, -118.1908396 33.9637048, -118.1907405 33.9636937, -118.1906378 33.9636823, -118.1904951 33.9636663, -118.1903474 33.9636498, -118.1902045 33.9636339, -118.1901675 33.9636297, -118.1900602 33.9636178, -118.1899988 33.9636109, -118.1899336 33.9636044, -118.1897143 33.9635798, -118.1896271 33.9635694, -118.1894392 33.9635484, -118.1891276 33.9635136, -118.1891067 33.9635113, -118.1888098 33.9634811, -118.1887723 33.963478, -118.188491 33.9634503, -118.188311 33.9634318, -118.188146 33.9634253, -118.1877333 33.9633823, -118.1873171 33.9633332, -118.1864336 33.9632346)",,,,Elizabeth Street,,,,,,,,"[3695585233, 3695585382, 7874243746, 3695384202, 3695585381, 3695418883, 3695585419, 123378284, 8298764059, 7874243748, 3695418882, 3695418881, 3695418880, 3695418879, 3695418878, 7874243751, 7874243750, 9598978754, 3695418877, 3695418876, 7377677289, 3574832704, 3695418875, 3695418874, 3695418873, 3695418872, 3695418871, 3695418870, 3695418869, 3695418868, 7263457612, 6305196958, 122821387]",,A41,"Los Angeles, CA",Elizabeth,St,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1153623605,tertiary,"LINESTRING (-118.1889833 33.9524512, -118.1891346 33.9514349, -118.1892001 33.9510033, -118.1892849 33.9504493, -118.1894504 33.9493728, -118.1894535 33.949353, -118.1894608 33.9492813)",,,,Kauffman Avenue,,,,,,,,"[3602567441, 5572595038, 8370244972, 10728709532, 7918725434, 1500303898, 122851368]",,A41,"Los Angeles, CA",Kauffman,Ave,90280,90280,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90280,90280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1161301662,tertiary,"LINESTRING (-118.1860053 33.9608987, -118.1858338 33.9608832)",,,,Santa Ana Street,,,,,,,,"[7192574802, 11054371485]",,A41,"Los Angeles, CA",Santa Ana,St,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190541077,tertiary,"LINESTRING (-118.1864336 33.9632346, -118.1863069 33.9632192)",,,,Elizabeth Street,,,,,,,,"[122821387, 9886632469]",,A41,"Los Angeles, CA",Elizabeth,St,90201,90201,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190541091,tertiary,"LINESTRING (-118.194863 33.9641268, -118.194878 33.96404, -118.1949274 33.9637735, -118.1949402 33.9636958, -118.1949508 33.9636216, -118.1949704 33.9634979, -118.194982 33.9634547, -118.1949919 33.9634035, -118.1950103 33.9633083, -118.195021 33.9632284, -118.1950931 33.9627046, -118.1952181 33.9618816)",,,,Otis Avenue,,,,,,,,"[123378278, 9599059379, 9598978801, 122854800, 9598978802, 1775467091, 2252798459, 9599059373, 9599059374, 9599059376, 1775474180, 1775467086]",,A41,"Los Angeles, CA",Otis,Ave,,,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190760556,tertiary,"LINESTRING (-118.205627 33.9573092, -118.2055074 33.9572967, -118.204389 33.9571915, -118.2032524 33.9570768, -118.2021083 33.9569668, -118.2009533 33.9568515, -118.1998118 33.9567362, -118.1986675 33.9566242, -118.197901 33.9565477, -118.1975268 33.9565097, -118.1960483 33.9563634)",,,,Ardmore Avenue,,,,,,,,"[122885907, 9601672496, 122885908, 122704605, 122885910, 122634683, 122885912, 122885913, 8370245351, 122885916, 122885918]",,A41,"Los Angeles, CA",Ardmore,Ave,,,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190760558,tertiary,"LINESTRING (-118.1956333 33.9499413, -118.1946221 33.9498259, -118.193561 33.9497112)",Yahoo,,,Southern Avenue,,,,,,,,"[122927839, 122927841, 122927842]",,,,,,,,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190760559,tertiary,"LINESTRING (-118.1930733 33.9529542, -118.1930973 33.952845)",,,,Alexander Avenue,,,,,,,,"[1775484344, 7771191035]",3,,,,,,,2,1,left|right,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190760560,tertiary,"LINESTRING (-118.1819609 33.9485368, -118.1818478 33.948562)",,,,Southern Place,,,,,,,,"[122821358, 4013494706]",,A41,"Los Angeles, CA",Southern,Pl,90280,90280,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
