element_type,osmid,highway,geometry,source,source_ref,bus,name,network,network:wikidata,operator,operator:wikidata,public_transport,ref,shelter,nodes,lanes,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_type,tiger:zip_left,tiger:zip_right,lanes:backward,lanes:forward,turn:lanes:backward,turn:lanes:forward,store,bench,bin,route_ref,source:highway,cycleway,lanes:both_ways,maxspeed,name_1,source:maxspeed,tiger:name_base_1,tiger:name_type_1,tiger:reviewed,oneway,surface,bridge,layer,stop_code,stop_name,access:lanes:both_ways,placement:both_ways,tiger:name_direction_prefix,note:lanes,placement:backward,turn:lanes,bicycle,tiger:name_direction_prefix_1,departures_board,lit,tactile_paving,network:wikipedia,operator:wikipedia,railway,subway,wheelchair,station,wikidata,description,sidewalk,area,level,location,tunnel,name:en,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,light_rail,tiger:zip_left_1,tiger:zip_right_1,cycleway:both,amenity,note,loc_ref,alt_name,parking:both,parking,parking:lane:left,parking:right,parking:lane:both,parking:lane:both:parallel,parking:condition:both,cycleway:right,cycleway:both:lane,incline,parking:condition:right,sidewalk:both:wheelchair,cycleway:right:lane,sidewalk:right:wheelchair,cutting,parking:condition:left,parking:lane:right,parking:lane:right:parallel,cycleway:left,sidewalk:left,sidewalk:right,foot,shoulder,lane_markings,smoothness,parking:lane:left:parallel,turn:lanes:both_ways,parking:left,parking:left:orientation,cycleway:left:lane,sidewalk:both,name:prefix,hgv,horse,motor_vehicle,parking:both:restriction,parking:lane:right:diagonal,check_date,building,internet_access,internet_access:fee,towards,tiger:linearid,tiger:mtfcc,tiger:zip,junction,old_ref,old_ref:legislative,parking:both:orientation,covered,railway:position,train,hgv:conditional,tiger:name_direction_suffix,placement:forward
way,13356052,tertiary,"LINESTRING (-118.4386192 34.216342, -118.4390222 34.216339, -118.4392453 34.2163461, -118.4395286 34.2163958, -118.4397431 34.2164809, -118.4398976 34.216559, -118.4400178 34.2166158, -118.4401551 34.2166655, -118.440344 34.2167081, -118.4406444 34.2167506, -118.4410134 34.2167648, -118.4413139 34.2168003, -118.4417087 34.2168926, -118.4420606 34.2170132, -118.4422752 34.2171126, -118.4427386 34.2173894, -118.4428674 34.2174462, -118.4430133 34.2174675, -118.4432365 34.2174675, -118.4440628 34.2174695, -118.4449872 34.2174594, -118.4459142 34.2174594, -118.4460515 34.2174665, -118.4461975 34.2175019, -118.4463348 34.2175729, -118.4464292 34.2176652, -118.4464807 34.2177716, -118.4464979 34.2178781, -118.4464979 34.2179633, -118.4473476 34.2179633, -118.4478032 34.2179608, -118.4484119 34.2179583, -118.448636 34.2179572, -118.4487162 34.2179557)",Yahoo,,,Lanark Street,,,,,,,,"[10000518435, 123018614, 362584783, 362584786, 362584788, 122903736, 370931422, 362616124, 123018616, 122903716, 362584352, 362584354, 123018617, 123018618, 362576410, 362576412, 362576414, 362576416, 123018620, 123018622, 123018624, 123018626, 362575892, 362575894, 362575895, 362575897, 362575899, 362575901, 122703624, 122981278, 697188653, 11126800493, 5672021665, 4909460710]",,A41,"Los Angeles, CA",Lanark,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13396404,tertiary,"LINESTRING (-118.4390051 34.2123755, -118.4390222 34.216339, -118.4390308 34.2170629, -118.4390393 34.2178507, -118.4390308 34.2186385)",Yahoo,,,Hazeltine Avenue,,,,,,,,"[123301310, 123018614, 123301313, 123093439, 123301316]",,A41,"Los Angeles, CA",Hazeltine,Ave,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13396414,tertiary,"LINESTRING (-118.4390308 34.2186385, -118.4394686 34.2186427, -118.4397085 34.2187309, -118.4398545 34.2188303, -118.4399579 34.2189904, -118.4399771 34.2206102, -118.4399874 34.2206817, -118.440011 34.220796, -118.4400702 34.2208886, -118.4402793 34.2210851, -118.4403853 34.2212265, -118.440433 34.2213619, -118.4404381 34.2214633, -118.4404396 34.2214937, -118.440447 34.2216478, -118.4404459 34.2217676, -118.4404417 34.2222145, -118.4404104 34.2223337, -118.4403567 34.2224344, -118.4403022 34.2225378, -118.4401357 34.2227954, -118.4400965 34.2228848, -118.440064 34.2230393, -118.4400607 34.2239756, -118.4400865 34.2242381, -118.4401294 34.2244723, -118.4401895 34.2247207, -118.4402836 34.2249621, -118.4404209 34.2252744, -118.4404896 34.225395)",Yahoo,,,Hazeltine Avenue,,,,,,,,"[123301316, 123301356, 362632886, 362632888, 122903728, 7490667795, 123301357, 362632890, 362632892, 123301359, 362632894, 362632896, 362632898, 7490659480, 123045398, 7490659484, 362633290, 362633292, 8218737401, 122903697, 362633411, 123301360, 362633986, 362633988, 370929387, 362636589, 362636591, 362636592, 362636594, 122846003]",,A41,"Los Angeles, CA",Hazeltine,Ave,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13400236,tertiary,"LINESTRING (-118.4369887 34.22966, -118.4375974 34.22966, -118.4376317 34.22966, -118.4383613 34.22966, -118.4394 34.2296524, -118.4402342 34.2296663, -118.4411679 34.2296635, -118.4420217 34.2296604, -118.4429101 34.2296649, -118.4436616 34.2296634, -118.4437992 34.2296592, -118.4442149 34.2296245, -118.4443952 34.2296032, -118.4445411 34.2295819, -118.4451762 34.2294613, -118.4453651 34.2294116, -118.4461805 34.22922, -118.4469958 34.2290213, -118.447894 34.2289002, -118.4481975 34.2288723, -118.4484721 34.2288581, -118.448781 34.2288426, -118.4491917 34.2288456, -118.4492816 34.2288463, -118.4500124 34.2288517, -118.450264 34.2288536)",Yahoo,,,Parthenia Street,,,,,,,,"[697188538, 123328869, 370928941, 122643358, 123328870, 122850760, 122714532, 123328873, 123328876, 123301362, 370921109, 370921111, 370921113, 122903702, 370920714, 122703662, 123093496, 123328879, 123231097, 370905146, 370905147, 122981312, 4917630194, 4917630193, 7891959221, 122993143]",,A41,"Los Angeles, CA",Parthenia,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13454816,tertiary,"LINESTRING (-118.4458972 34.2353795, -118.4458955 34.2349331, -118.4458954 34.2349051, -118.4458931 34.2343131, -118.4459022 34.233256, -118.445903 34.2331655, -118.4459031 34.233079, -118.4458993 34.2329721, -118.4458715 34.2328462, -118.4458457 34.232761, -118.4457213 34.232399, -118.4456226 34.2321082, -118.4456054 34.2320159, -118.4455882 34.2319024, -118.4455721 34.2313245, -118.44555 34.2305241, -118.4455367 34.2300148, -118.4455024 34.2298445, -118.4454337 34.2296103, -118.4453651 34.2294116)",Yahoo,,,Sylmar Avenue,,,,,,,,"[122703667, 6787978543, 6415478188, 6787978547, 9416728602, 122703664, 9416728601, 370904074, 370904075, 370904077, 11332257039, 272186439, 370904249, 370904250, 11332257040, 11332257041, 370920641, 370920643, 370920645, 122703662]",,A41,"Los Angeles, CA",Sylmar,ve,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32905832,tertiary,"LINESTRING (-118.4553021 34.2179146, -118.4552974 34.2193558, -118.4553017 34.2197438, -118.4553029 34.2205009, -118.4553032 34.2206695, -118.4553039 34.2211629)",Yahoo,,,Willis Avenue,,,,,,,,"[122727882, 122727884, 122562766, 7320997040, 7330749095, 4075614782]",,A41,"Los Angeles, CA",Willis,Ave,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,177240635,tertiary,"LINESTRING (-118.453554 34.2215039, -118.4535537 34.2221915, -118.4535535 34.2226551, -118.4535534 34.223611, -118.4535531 34.224741, -118.4535524 34.2259934, -118.4535515 34.2275769, -118.4535515 34.2275909, -118.4535515 34.2276914, -118.4535514 34.2278126, -118.4535513 34.2280782, -118.4535513 34.2281156, -118.4535513 34.2282646, -118.4535493 34.2287746, -118.4535477 34.229024, -118.4535478 34.2291691, -118.4535469 34.2294034, -118.4535462 34.2295658, -118.4535444 34.2301371, -118.4535433 34.23031, -118.4535421 34.2305067, -118.4535407 34.2309895, -118.4535399 34.2311919, -118.4535376 34.2318139, -118.453538 34.2326496, -118.4535372 34.232747, -118.4535371 34.2329235, -118.4535371 34.2330125, -118.4535371 34.233154, -118.4535369 34.2337628, -118.4535369 34.2338321, -118.4535369 34.2338851, -118.4535367 34.2344438, -118.453536 34.2345481, -118.4535366 34.2348114, -118.4535366 34.234883, -118.4535364 34.2354295, -118.453539 34.236071, -118.4535409 34.2366871, -118.4535417 34.2367148, -118.4535457 34.2376978, -118.4535469 34.2379884, -118.4535479 34.2382389, -118.4535492 34.2385512, -118.4535498 34.2386996, -118.4535513 34.2390784, -118.4535427 34.240261, -118.4535428 34.2414104, -118.4535523 34.2425955, -118.453553 34.2426998)",Yahoo,,,Cedros Avenue,,,,,,,,"[123045407, 8684876291, 8684876288, 5575097449, 122846030, 7071018200, 7180105212, 7180148123, 7180105216, 7136082102, 5690230014, 370462018, 123328715, 7059591592, 8229837502, 6869249010, 7059591597, 5565735934, 7655159347, 7207253980, 8333350541, 7302152599, 7377495517, 122582502, 7919437112, 6787544788, 7308821430, 6787544785, 6787543981, 6787543975, 7288006264, 7291199228, 6787544797, 8229835939, 6787544792, 6787544811, 1877012422, 6441941690, 8693324402, 6787544852, 6441941696, 7397203335, 7225121130, 7941035151, 6787544846, 123236576, 122738029, 122781608, 7304926340, 122684254]",,A41,"Los Angeles, CA",Cedros,Ave,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,35 mph,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,405358991,tertiary,"LINESTRING (-118.4553039 34.2211629, -118.4553169 34.2214993)",Yahoo,,,Willis Avenue,,,,,,,,"[4075614782, 122727889]",,A41,"Los Angeles, CA",Willis,Ave,,,,,,left|,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499707658,tertiary,"LINESTRING (-118.4488454 34.2179548, -118.4489279 34.2179575, -118.4492281 34.217952, -118.4502741 34.2179442, -118.4510458 34.2179378, -118.4513241 34.2179354, -118.4515057 34.2179339, -118.452002 34.2179298, -118.4521079 34.2179508, -118.4527409 34.217946, -118.4530079 34.2179451, -118.4535582 34.2179365, -118.4544138 34.2179129, -118.4553021 34.2179146)",Yahoo,,,Lanark Street,,,,,,,,"[4909460709, 5672021668, 4821418993, 5212722715, 8578710188, 8578710189, 8578710185, 6960821769, 6960821768, 5212726665, 5212726659, 123018628, 123018630, 122727882]",,A41,"Los Angeles, CA",Lanark,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499707711,tertiary,"LINESTRING (-118.4487162 34.2179557, -118.4487576 34.2179555, -118.4488454 34.2179548)",Yahoo,,,Lanark Street,,,,,,,,"[4909460710, 122993134, 4909460709]",,A41,"Los Angeles, CA",Lanark,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499707721,tertiary,"LINESTRING (-118.4516563 34.2247481, -118.4527705 34.2247439, -118.452915 34.2247434, -118.4529385 34.2247433, -118.4535531 34.224741, -118.4541862 34.2247359, -118.4543941 34.2247342, -118.4552955 34.2247268, -118.4563545 34.2247234, -118.4564476 34.2247231, -118.4574873 34.2247331, -118.4585078 34.2247246, -118.4595215 34.2247124)",Yahoo,,,Chase Street,,,,,,,,"[122846026, 6443264546, 5575097447, 6443264537, 122846030, 6424670745, 7432087632, 122727890, 6424670733, 6765783804, 122724359, 122846033, 362820327]",,A41,"Los Angeles, CA",Chase,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,,,25 mph,Rocky Road,,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,517689809,tertiary,"LINESTRING (-118.448737 34.2247762, -118.448896 34.2247752)",Yahoo,,,Chase Street,,,,,,,,"[370463992, 370463711]",,A41,"Los Angeles, CA",Chase,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,,,,Rocky Road,,Rocky,Rd,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,606824609,tertiary,"LINESTRING (-118.4516584 34.2215143, -118.4516583 34.2216567, -118.4516579 34.2222721, -118.451657 34.2222999, -118.4516574 34.2230235, -118.4516558 34.2237429, -118.4516569 34.2238727, -118.451656 34.2243502, -118.4516563 34.2247481)",,,,Tobias Avenue,,,,,,,,"[4821418994, 6960942494, 7481006477, 8684876270, 7481006478, 7481006480, 7481006479, 10765594718, 122846026]",,,,,,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,606824610,tertiary,"LINESTRING (-118.448896 34.2247752, -118.4502993 34.2247535, -118.4516563 34.2247481)",Yahoo,,,Chase Street,,,,,,,,"[370463711, 122846023, 122846026]",,A41,"Los Angeles, CA",Chase,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,,,,Rocky Road,,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,606824611,tertiary,"LINESTRING (-118.4516563 34.2247481, -118.451656 34.2253323, -118.4516552 34.2259943, -118.4516555 34.2261348, -118.4516552 34.2266731, -118.451655 34.2270379, -118.4516549 34.2271968, -118.4516546 34.2277103, -118.4516546 34.2277638, -118.4516546 34.2277892)",,,,Tobias Avenue,,,,,,,,"[122846026, 7132506653, 10258934942, 6443264530, 7516316431, 6443264529, 7516316433, 5690230013, 5690229999, 370462025]",,A41,"Los Angeles, CA",Tobias,Ave,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,817104999,tertiary,"LINESTRING (-118.4591894 34.2318542, -118.4592111 34.2318544, -118.4595466 34.2318566, -118.4596595 34.2318574, -118.4597642 34.2318581, -118.4610826 34.2318668, -118.4614182 34.231869, -118.4621024 34.2318736, -118.4622055 34.2318743, -118.4632632 34.2318813, -118.4640503 34.2318865, -118.4643591 34.2318886, -118.4644509 34.2318892, -118.4654163 34.2318955, -118.4655675 34.2318966, -118.465665 34.2318972, -118.4667318 34.2319043, -118.4669663 34.2319059, -118.4671611 34.2319072, -118.467402 34.2319088, -118.4675152 34.2319095, -118.4677453 34.2319111)",Yahoo,,,Rayen Street,,,,,,,,"[7631296532, 7631296534, 9282025321, 122582515, 9282025322, 122582519, 6951994094, 6951994091, 7162023584, 122582522, 5544333313, 122582526, 7908090168, 122582531, 272168777, 10772414781, 7232725614, 7155403042, 10772414732, 10772414744, 2453255722, 370346749]",,A41,"Los Angeles, CA",Rayen,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,817105000,tertiary,"LINESTRING (-118.4590874 34.2318549, -118.4591894 34.2318542)",Yahoo,,,Rayen Street,,,,,,,,"[7631296530, 7631296532]",2,A41,"Los Angeles, CA",Rayen,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,no,asphalt,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1076012843,tertiary,"LINESTRING (-118.4388804 34.2328058, -118.4392072 34.2326334, -118.4394599 34.2325, -118.4396264 34.2324702, -118.4397675 34.2324627, -118.439959 34.2324617, -118.440124 34.2324688, -118.4402066 34.2324772, -118.4403088 34.2325024, -118.4404212 34.2325552, -118.4405168 34.2326178, -118.440688 34.2327987, -118.4407474 34.2328746, -118.4408675 34.2330378, -118.4409448 34.2330875, -118.441022 34.23313, -118.441125 34.2331584, -118.4412194 34.2331797, -118.4412967 34.2331868, -118.4420488 34.2331888, -118.4427791 34.2331859, -118.443573 34.2331845, -118.4438287 34.2331753, -118.445903 34.2331655, -118.4467383 34.2331584, -118.4480896 34.233155, -118.4492905 34.2331449, -118.4496719 34.2331478, -118.4500989 34.2331479, -118.4502757 34.2331479)",,,,Osborne Street,,,,,,,,"[9274315694, 7070912561, 123455461, 6391844152, 370926966, 7070912553, 370926640, 370926641, 6391844153, 370926642, 272186468, 122714534, 370927763, 370927764, 370927765, 122714644, 370927768, 370927769, 370927771, 123455464, 123455467, 123301351, 123301365, 122703664, 123093454, 123437136, 6792469389, 4917630184, 9416728605, 122993145]",,A41,"Los Angeles, CA",Osborne,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1091941983,tertiary,"LINESTRING (-118.4385211 34.2163427, -118.4386192 34.216342)",Yahoo,,,Lanark Street,,,,,,,,"[10000518436, 10000518435]",,A41,"Los Angeles, CA",Lanark,St,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699503,tertiary,"LINESTRING (-118.4384913 34.2259915, -118.4386616 34.2259321)",,,,Chase Street,,,,,,,,"[11088851507, 11088851508]",2,A41,,Chase,St,,,1,1,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699504,tertiary,"LINESTRING (-118.4386616 34.2259321, -118.4388132 34.2258793, -118.4388591 34.2258633)",,,,Chase Street,,,,,,,,"[11088851508, 7150497492, 122714545]",3,A41,,Chase,St,,,1,2,,left|,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699505,tertiary,"LINESTRING (-118.4388591 34.2258633, -118.439675 34.2256191, -118.4400412 34.2255183)",,,,Chase Street,,,,,,,,"[122714545, 122846001, 11088851509]",3,A41,,Chase,St,,,1,1,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,1,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699506,tertiary,"LINESTRING (-118.4400412 34.2255183, -118.4404896 34.225395)",,,,Chase Street,,,,,,,,"[11088851509, 122846003]",3,A41,,Chase,St,,,1,2,,left|,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699507,tertiary,"LINESTRING (-118.4404896 34.225395, -118.4407055 34.2257607, -118.4409103 34.2260411, -118.4413711 34.2266356, -118.4416818 34.2270509, -118.4423267 34.2278929, -118.4436616 34.2296634)",Yahoo,,,Hazeltine Avenue,,,,,,,,"[122846003, 370922610, 370922612, 123301361, 5360007431, 122892986, 123301362]",,A41,"Los Angeles, CA",Hazeltine,Ave,,,,,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,NavigateLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699508,tertiary,"LINESTRING (-118.4404896 34.225395, -118.4409193 34.2253024)",,,,Chase Street,,,,,,,,"[122846003, 11088851510]",3,A41,,Chase,St,,,2,1,left|,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699509,tertiary,"LINESTRING (-118.4409193 34.2253024, -118.4411121 34.2252604)",,,,Chase Street,,,,,,,,"[11088851510, 11088851511]",2,A41,,Chase,St,,,1,1,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699510,tertiary,"LINESTRING (-118.4411121 34.2252604, -118.4413136 34.2252176)",,,,Chase Street,,,,,,,,"[11088851511, 122846005]",3,A41,,Chase,St,,,1,2,,left|,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699512,tertiary,"LINESTRING (-118.4468331 34.2247869, -118.4473641 34.224787, -118.4480491 34.2247842, -118.4481519 34.2247844)",,,,Chase Street,,,,,,,,"[122846018, 4917630201, 4075672772, 5631790235]",3,A41,,Chase,St,,,1,1,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,1,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699514,tertiary,"LINESTRING (-118.4455532 34.2247906, -118.4459742 34.2247847)",,,,Chase Street,,,,,,,,"[11088851512, 122846015]",3,A41,,Chase,St,,,1,2,,left|,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699515,tertiary,"LINESTRING (-118.4459742 34.2247847, -118.4463145 34.2247856)",,,,Chase Street,,,,,,,,"[122846015, 11088851513]",3,A41,,Chase,St,,,2,1,left|,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699516,tertiary,"LINESTRING (-118.4463145 34.2247856, -118.4465036 34.2247861)",,,,Chase Street,,,,,,,,"[11088851513, 11088851514]",2,A41,,Chase,St,,,1,1,,,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1194699517,tertiary,"LINESTRING (-118.4465036 34.2247861, -118.4468331 34.2247869)",,,,Chase Street,,,,,,,,"[11088851514, 122846018]",3,A41,,Chase,St,,,1,2,,left|,"Walmart, 8333 Van Nuys Blvd, Panorama City",,,,,lane,,35 mph,Rocky Road,https://clkrep.lacity.org/onlinedocs/2015/15-1006,Rocky,Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
